onset	duration	movement_onset	coded_response	experiment_exp_id	item_coding	item_text	possible_responses	response_time	survey	trial_type	worker_id	junk
177.478	3.982	179.556	2.0	survey_medley	forward	I am good at resisting temptation.	66,89,71,82,77	2.078	brief	Q09	s594	False
187.367	3.982	191.635	3.0	survey_medley	reverse	I do certain things that are bad for me, if they are fun.	66,89,71,82,77	4.268	brief	Q13	s594	False
196.506	3.982	198.522	4.0	survey_medley	forward	I am able to work effectively toward long-term goals.	66,89,71,82,77	2.016	brief	Q19	s594	False
206.867	3.982	208.581	2.0	survey_medley	reverse	Pleasure and fun sometimes keep me from getting work done.	66,89,71,82,77	1.714	brief	Q17	s594	False
216.552	3.982	222.048	2.0	survey_medley	forward	Others would say I make bad choices when I am extremely happy about something.	66,89,71,82	5.496	upps	Q33	s594	False
226.709	3.982	230.366	5.0	survey_medley	reverse	There are only limited possibilities in my future.	66,89,71,82,77	3.657	future_time	Q30	s594	False
235.916	3.982	238.022	3.0	survey_medley	forward	I finish whatever I begin.	66,89,71,82,77	2.106	grit	Q07	s594	False
247.094	3.982	248.409	5.0	survey_medley	forward	Most of my life lies ahead of me.	66,89,71,82,77	1.315	future_time	Q25	s594	False
256.372	3.982	258.817	1.0	survey_medley	forward	People would say that I have iron self-discipline.	66,89,71,82,77	2.445	brief	Q16	s594	False
265.988	3.982	268.47	3.0	survey_medley	reverse	Sometimes I can't stop myself from doing something, even if I know it is wrong.	66,89,71,82,77	2.482	brief	Q20	s594	False
275.059	3.982	277.589	2.0	survey_medley	forward	Do you welcome new and exciting experiences and sensations even if they are a little frightening and unconventional?	66,89	2.53	impulsive_venture	Q38	s594	False
284.065	3.982	286.312	5.0	survey_medley	forward	I expect that I will set many new goals in the future.	66,89,71,82,77	2.247	future_time	Q23	s594	False
298.372	3.982	300.075	1.0	survey_medley	reverse	I wish I had more self-discipline.	66,89,71,82,77	1.703	brief	Q15	s594	False
307.443	3.982	312.464	2.0	survey_medley	forward	When I get really happy about something, I tend to do things that can have bad consequences.	66,89,71,82	5.021	upps	Q34	s594	False
317.739	3.982	322.133	3.0	survey_medley	forward	I tend to act without thinking when I am really excited.	66,89,71,82	4.394	upps	Q37	s594	False
329.528	3.982	330.68	5.0	survey_medley	forward	My future is filled with possibilities.	66,89,71,82,77	1.152	future_time	Q24	s594	False
338.734	3.982	341.479	1.0	survey_medley	reverse	As I get older, I begin to experience time as limited.	66,89,71,82,77	2.745	future_time	Q31	s594	False
348.216	3.982	349.606	4.0	survey_medley	forward	I am diligent.	66,89,71,82,77	1.39	grit	Q08	s594	False
358.174	3.982	360.259	2.0	survey_medley	forward	When overjoyed, I feel like I cant stop myself from going overboard.	66,89,71,82	2.085	upps	Q35	s594	False
370.031	3.982	373.887	2.0	survey_medley	reverse	I have been obsessed with a certain idea or project for a short time but later lost interest.	66,89,71,82,77	3.856	grit	Q03	s594	False
379.239	3.982	382.302	1.0	survey_medley	forward	Would you enjoy the sensation of skiing very fast down a high mountain slope?	66,89	3.063	impulsive_venture	Q40	s594	False
390.759	3.982	392.87	3.0	survey_medley	reverse	I have the sense that time is running out.	66,89,71,82,77	2.111	future_time	Q29	s594	False
