onset	duration	movement_onset	coded_response	experiment_exp_id	item_coding	item_responses	item_text	possible_responses	response_time	survey	trial_type	worker_id	junk
177.998	3.982	182.835	1.0	survey_medley	reverse	66,89,71,82,77	Pleasure and fun sometimes keep me from getting work done.	66,89,71,82,77	4.837	brief	Q17	s638	False
187.0	3.982	189.451	3.0	survey_medley	forward	66,89,71,82,77	I am diligent.	66,89,71,82,77	2.451	grit	Q08	s638	False
201.311	3.982	206.447	4.0	survey_medley	forward	66,89,71,82	I tend to act without thinking when I am really excited.	66,89,71,82,77	5.136	upps	Q37	s638	False
210.385	3.982	214.375	3.0	survey_medley	reverse	66,89,71,82,77	I say inappropriate things.	66,89,71,82,77	3.99	brief	Q12	s638	False
220.682	3.982	222.471	5.0	survey_medley	forward	66,89,71,82,77	My future is filled with possibilities.	66,89,71,82,77	1.789	future_time	Q24	s638	False
232.476	3.982	236.012	2.0	survey_medley	reverse	66,89,71,82,77	I have trouble concentrating.	66,89,71,82,77	3.536	brief	Q18	s638	False
241.686	3.982	245.935	2.0	survey_medley	forward	66,89	Do you welcome new and exciting experiences and sensations even if they are a little frightening and unconventional?	66,89,71,82,77	4.249	impulsive_venture	Q38	s638	False
251.168	3.982	256.178	4.0	survey_medley	forward	66,89,71,82,77	I expect that I will set many new goals in the future.	66,89,71,82,77	5.01	future_time	Q23	s638	False
261.125	3.982	266.408	4.0	survey_medley	reverse	66,89,71,82,77	There are only limited possibilities in my future.	66,89,71,82,77	5.283	future_time	Q30	s638	False
272.987	3.982	277.625	1.0	survey_medley	reverse	66,89,71,82,77	I have been obsessed with a certain idea or project for a short time but later lost interest.	66,89,71,82,77	4.638	grit	Q03	s638	False
282.195	3.982	289.129	3.0	survey_medley	forward	66,89,71,82,77	I could do anything I want in the future.	66,89,71,82,77	6.934	future_time	Q27	s638	False
293.715	3.982	300.839	2.0	survey_medley	forward	66,89,71,82	When overjoyed, I feel like I cant stop myself from going overboard.	66,89,71,82,77	7.124	upps	Q35	s638	False
302.719	3.982	309.417	4.0	survey_medley	forward	66,89,71,82,77	Most of my life lies ahead of me.	66,89,71,82,77	6.698	future_time	Q25	s638	False
311.859	3.982	314.874	2.0	survey_medley	reverse	66,89,71,82,77	I am lazy.	66,89,71,82,77	3.015	brief	Q11	s638	False
321.475	3.982	325.035	2.0	survey_medley	forward	66,89,71,82,77	I refuse things that are bad for me.	66,89,71,82,77	3.56	brief	Q14	s638	False
331.091	3.982	334.834	3.0	survey_medley	forward	66,89,71,82,77	Many opportunities await me in the future.	66,89,71,82,77	3.743	future_time	Q22	s638	False
341.387	3.982	345.607	1.0	survey_medley	reverse	66,89,71,82,77	I often set a goal but later choose to pursue a different one.	66,89,71,82,77	4.22	grit	Q05	s638	False
351.48	3.982	359.381	1.0	survey_medley	forward	66,89,71,82	When I get really happy about something, I tend to do things that can have bad consequences.	66,89,71,82,77	7.901	upps	Q34	s638	False
360.555	3.982	365.623	2.0	survey_medley	forward	66,89,71,82,77	My future seems infinite to me.	66,89,71,82,77	5.068	future_time	Q26	s638	False
370.717	3.982	378.26	1.0	survey_medley	forward	66,89,71,82	Sometimes when I feel bad, I can't seem to stop what I am doing even though it is making me feel worse.	66,89,71,82,77	7.543	upps	Q32	s638	False
380.608	3.982	383.951	1.0	survey_medley	reverse	66,89,71,82,77	I wish I had more self-discipline.	66,89,71,82,77	3.343	brief	Q15	s638	False
390.294	3.982	396.371	2.0	survey_medley	forward	66,89	Would you enjoy the sensation of skiing very fast down a high mountain slope?	66,89,71,82,77	6.077	impulsive_venture	Q40	s638	False
