onset	duration	movement_onset	coded_response	experiment_exp_id	item_coding	item_responses	item_text	possible_responses	response_time	survey	trial_type	worker_id	junk
251.095	3.982	256.543	4.0	survey_medley	forward	66,89,71,82,77	I expect that I will set many new goals in the future.	66,89,71,82,77	5.448	future_time	Q23	s650	False
261.05	3.982	265.732	4.0	survey_medley	reverse	66,89,71,82,77	There are only limited possibilities in my future.	66,89,71,82,77	4.682	future_time	Q30	s650	False
272.908	3.982	275.949	3.0	survey_medley	reverse	66,89,71,82,77	I have been obsessed with a certain idea or project for a short time but later lost interest.	66,89,71,82,77	3.041	grit	Q03	s650	False
282.115	3.982	286.876	3.0	survey_medley	forward	66,89,71,82,77	I could do anything I want in the future.	66,89,71,82,77	4.761	future_time	Q27	s650	False
293.633	3.982	293.632	0.0	survey_medley	forward	66,89,71,82	When overjoyed, I feel like I cant stop myself from going overboard.	66,89,71,82,77	n/a	upps	Q35	s650	True
302.636	3.982	310.171	3.0	survey_medley	forward	66,89,71,82,77	Most of my life lies ahead of me.	66,89,71,82,77	7.535	future_time	Q25	s650	False
311.775	3.982	316.749	4.0	survey_medley	reverse	66,89,71,82,77	I am lazy.	66,89,71,82,77	4.974	brief	Q11	s650	False
321.389	3.982	329.964	2.0	survey_medley	forward	66,89,71,82,77	I refuse things that are bad for me.	66,89,71,82,77	8.575	brief	Q14	s650	False
331.004	3.982	334.299	5.0	survey_medley	forward	66,89,71,82,77	Many opportunities await me in the future.	66,89,71,82,77	3.295	future_time	Q22	s650	False
341.299	3.982	341.298	0.0	survey_medley	reverse	66,89,71,82,77	I often set a goal but later choose to pursue a different one.	66,89,71,82,77	n/a	grit	Q05	s650	True
351.389	3.982	352.813	3.0	survey_medley	forward	66,89,71,82	When I get really happy about something, I tend to do things that can have bad consequences.	66,89,71,82,77	1.424	upps	Q34	s650	False
360.46	3.982	364.419	3.0	survey_medley	forward	66,89,71,82,77	My future seems infinite to me.	66,89,71,82,77	3.959	future_time	Q26	s650	False
370.619	3.982	370.618	0.0	survey_medley	forward	66,89,71,82	Sometimes when I feel bad, I can't seem to stop what I am doing even though it is making me feel worse.	66,89,71,82,77	n/a	upps	Q32	s650	True
380.506	3.982	380.505	0.0	survey_medley	reverse	66,89,71,82,77	I wish I had more self-discipline.	66,89,71,82,77	n/a	brief	Q15	s650	True
390.188	3.982	390.187	0.0	survey_medley	forward	66,89	Would you enjoy the sensation of skiing very fast down a high mountain slope?	66,89,71,82,77	n/a	impulsive_venture	Q40	s650	True
