onset	duration	movement_onset	coded_response	experiment_exp_id	item_coding	item_text	possible_responses	response_time	survey	trial_type	worker_id	junk
278.84	3.982	283.145	4.0	survey_medley	reverse	There are only limited possibilities in my future.	66,89,71,82,77	4.305	future_time	Q30	s358	False
288.726	3.982	292.379	5.0	survey_medley	reverse	Sometimes I can't stop myself from doing something, even if I know it is wrong.	66,89,71,82,77	3.653	brief	Q20	s358	False
297.864	3.982	301.484	2.0	survey_medley	reverse	Pleasure and fun sometimes keep me from getting work done.	66,89,71,82,77	3.62	brief	Q17	s358	False
308.227	3.982	312.066	3.0	survey_medley	reverse	I do certain things that are bad for me, if they are fun.	66,89,71,82,77	3.839	brief	Q13	s358	False
317.909	3.982	322.724	2.0	survey_medley	forward	Setbacks don't discourage me.	66,89,71,82,77	4.815	grit	Q02	s358	False
328.067	3.982	330.277	3.0	survey_medley	forward	I am a hard worker.	66,89,71,82,77	2.21	grit	Q04	s358	False
337.274	3.982	340.917	3.0	survey_medley	forward	I finish whatever I begin.	66,89,71,82,77	3.643	grit	Q07	s358	False
348.452	3.982	350.213	4.0	survey_medley	reverse	I am lazy.	66,89,71,82,77	1.761	brief	Q11	s358	False
357.727	3.982	362.048	2.0	survey_medley	forward	Do you welcome new and exciting experiences and sensations even if they are a little frightening and unconventional?	66,89	4.321	impulsive_venture	Q38	s358	False
367.34	3.982	367.339	0.0	survey_medley	forward	There is plenty of time left in my life to make new plans.	66,89,71,82,77	n/a	future_time	Q28	s358	True
376.411	3.982	382.062	3.0	survey_medley	reverse	I have been obsessed with a certain idea or project for a short time but later lost interest.	66,89,71,82,77	5.651	grit	Q03	s358	False
385.414	3.982	387.245	4.0	survey_medley	forward	Many opportunities await me in the future.	66,89,71,82,77	1.831	future_time	Q22	s358	False
