onset	duration	movement_onset	coded_response	experiment_exp_id	item_coding	item_responses	item_text	possible_responses	response_time	survey	trial_type	worker_id	junk
119.448	3.982	122.361	2.0	survey_medley	forward	66,89,71,82,77	People would say that I have iron self-discipline.	66,89,71,82,77	2.913	brief	Q16	s608	False
129.605	3.982	135.43	3.0	survey_medley	forward	66,89,71,82	When I am really excited, I tend not to think of the consequences of my actions.	66,89,71,82,77	5.825	upps	Q36	s608	False
138.811	3.982	142.479	4.0	survey_medley	forward	66,89,71,82,77	I am able to work effectively toward long-term goals.	66,89,71,82,77	3.668	brief	Q19	s608	False
149.99	3.982	154.775	3.0	survey_medley	reverse	66,89,71,82,77	Sometimes I can't stop myself from doing something, even if I know it is wrong.	66,89,71,82,77	4.785	brief	Q20	s608	False
159.266	3.982	163.311	3.0	survey_medley	reverse	66,89,71,82,77	As I get older, I begin to experience time as limited.	66,89,71,82,77	4.045	future_time	Q31	s608	False
168.882	3.982	173.332	2.0	survey_medley	forward	66,89,71,82	Others would say I make bad choices when I am extremely happy about something.	66,89,71,82,77	4.45	upps	Q33	s608	False
177.952	3.982	181.476	2.0	survey_medley	reverse	66,89,71,82,77	Pleasure and fun sometimes keep me from getting work done.	66,89,71,82,77	3.524	brief	Q17	s608	False
186.955	3.982	188.573	3.0	survey_medley	forward	66,89,71,82,77	I am diligent.	66,89,71,82,77	1.618	grit	Q08	s608	False
201.261	3.982	204.316	2.0	survey_medley	forward	66,89,71,82	I tend to act without thinking when I am really excited.	66,89,71,82,77	3.055	upps	Q37	s608	False
210.33	3.982	212.788	5.0	survey_medley	reverse	66,89,71,82,77	I say inappropriate things.	66,89,71,82,77	2.458	brief	Q12	s608	False
220.626	3.982	222.229	4.0	survey_medley	forward	66,89,71,82,77	My future is filled with possibilities.	66,89,71,82,77	1.603	future_time	Q24	s608	False
232.415	3.982	234.694	2.0	survey_medley	reverse	66,89,71,82,77	I have trouble concentrating.	66,89,71,82,77	2.279	brief	Q18	s608	False
241.621	3.982	245.169	2.0	survey_medley	forward	66,89	Do you welcome new and exciting experiences and sensations even if they are a little frightening and unconventional?	66,89,71,82,77	3.548	impulsive_venture	Q38	s608	False
251.102	3.982	253.311	5.0	survey_medley	forward	66,89,71,82,77	I expect that I will set many new goals in the future.	66,89,71,82,77	2.209	future_time	Q23	s608	False
261.06	3.982	263.062	5.0	survey_medley	reverse	66,89,71,82,77	There are only limited possibilities in my future.	66,89,71,82,77	2.002	future_time	Q30	s608	False
272.922	3.982	276.151	3.0	survey_medley	reverse	66,89,71,82,77	I have been obsessed with a certain idea or project for a short time but later lost interest.	66,89,71,82,77	3.229	grit	Q03	s608	False
282.131	3.982	283.825	5.0	survey_medley	forward	66,89,71,82,77	I could do anything I want in the future.	66,89,71,82,77	1.694	future_time	Q27	s608	False
293.649	3.982	298.049	1.0	survey_medley	forward	66,89,71,82	When overjoyed, I feel like I cant stop myself from going overboard.	66,89,71,82,77	4.4	upps	Q35	s608	False
302.654	3.982	304.721	5.0	survey_medley	forward	66,89,71,82,77	Most of my life lies ahead of me.	66,89,71,82,77	2.067	future_time	Q25	s608	False
311.794	3.982	315.043	2.0	survey_medley	reverse	66,89,71,82,77	I am lazy.	66,89,71,82,77	3.249	brief	Q11	s608	False
321.41	3.982	325.08	4.0	survey_medley	forward	66,89,71,82,77	I refuse things that are bad for me.	66,89,71,82,77	3.67	brief	Q14	s608	False
331.024	3.982	332.425	5.0	survey_medley	forward	66,89,71,82,77	Many opportunities await me in the future.	66,89,71,82,77	1.401	future_time	Q22	s608	False
341.318	3.982	344.825	3.0	survey_medley	reverse	66,89,71,82,77	I often set a goal but later choose to pursue a different one.	66,89,71,82,77	3.507	grit	Q05	s608	False
351.41	3.982	357.759	1.0	survey_medley	forward	66,89,71,82	When I get really happy about something, I tend to do things that can have bad consequences.	66,89,71,82,77	6.349	upps	Q34	s608	False
360.482	3.982	363.087	4.0	survey_medley	forward	66,89,71,82,77	My future seems infinite to me.	66,89,71,82,77	2.605	future_time	Q26	s608	False
370.642	3.982	374.189	1.0	survey_medley	forward	66,89,71,82	Sometimes when I feel bad, I can't seem to stop what I am doing even though it is making me feel worse.	66,89,71,82,77	3.547	upps	Q32	s608	False
380.532	3.982	384.434	2.0	survey_medley	reverse	66,89,71,82,77	I wish I had more self-discipline.	66,89,71,82,77	3.902	brief	Q15	s608	False
390.214	3.982	393.357	1.0	survey_medley	forward	66,89	Would you enjoy the sensation of skiing very fast down a high mountain slope?	66,89,71,82,77	3.143	impulsive_venture	Q40	s608	False
